brand,model,year,engine_size,fuel_type,transmission,mileage,doors,owner_count,price,car_age,price_per_km,price_category
bmw,5 series,2015,3.7,petrol,semi-automatic,93100,5,5,10438,11,0.11211480005585332,alto
chevrolet,equinox,2018,1.0,electric,semi-automatic,265067,2,2,7198,8,0.027155295999517104,medio
kia,optima,2019,1.8,hybrid,automatic,169832,4,2,10703,7,0.06302073213097573,alto
toyota,rav4,2008,4.9,electric,semi-automatic,299872,5,5,7402,18,0.02468378280138592,medio
kia,rio,2009,1.3,petrol,semi-automatic,29178,3,4,7516,17,0.2575825079680592,medio
ford,fiesta,2022,2.1,diesel,manual,120489,2,1,10390,4,0.08623122250809195,alto
honda,cr-v,2009,3.1,petrol,semi-automatic,68912,4,2,8521,17,0.12364865845341227,medio
kia,rio,2007,2.5,petrol,manual,35984,5,5,7980,19,0.22175906627761569,medio
volkswagen,passat,2004,3.6,hybrid,semi-automatic,269148,2,4,4517,22,0.016782525664223162,baixo
toyota,rav4,2007,1.6,diesel,semi-automatic,217311,3,2,3453,19,0.01588959652481225,baixo
chevrolet,equinox,2008,3.7,electric,manual,175163,2,5,8696,18,0.049644904204060196,medio
chevrolet,malibu,2022,3.1,electric,manual,65766,4,2,14484,4,0.22023203126187907,luxo
bmw,3 series,2000,1.7,petrol,automatic,287222,5,1,2000,26,0.0069632306604972445,baixo
hyundai,tucson,2015,3.0,electric,automatic,260437,2,5,9891,11,0.03797832881530345,alto
chevrolet,impala,2014,4.2,hybrid,manual,272984,4,5,8040,12,0.02945216770152206,medio
mercedes,gla,2006,3.4,diesel,manual,210479,5,5,5090,20,0.024182820220448497,baixo
honda,cr-v,2001,4.4,diesel,manual,169013,4,2,5419,25,0.03206243269788302,baixo
kia,optima,2010,2.5,electric,manual,59054,5,2,10418,16,0.17641181949030565,alto
ford,explorer,2002,4.0,diesel,automatic,119893,5,4,7802,24,0.0650741488314678,medio
audi,q5,2015,2.2,diesel,semi-automatic,269108,4,5,5417,11,0.020129389949797294,baixo
hyundai,elantra,2009,4.1,diesel,semi-automatic,228873,2,3,6322,17,0.027622185132430945,baixo
kia,rio,2003,4.1,hybrid,manual,209373,3,3,5912,23,0.028236552771595327,baixo
honda,civic,2002,4.0,electric,manual,225497,5,1,6190,24,0.027450354326867644,baixo
volkswagen,tiguan,2017,4.3,electric,semi-automatic,20535,3,5,15089,9,0.734758472925594,luxo
audi,a3,2005,4.0,hybrid,manual,106223,4,4,8475,21,0.07978422955264347,medio
ford,focus,2019,3.9,electric,semi-automatic,1639,4,5,15667,7,9.553048780487805,luxo
ford,focus,2000,2.0,hybrid,manual,277609,3,4,2000,26,0.0072043514282626704,baixo
ford,fiesta,2008,2.7,hybrid,semi-automatic,83722,5,1,8525,18,0.10182387157650825,medio
honda,accord,2020,1.8,diesel,automatic,43859,2,3,12522,6,0.28549931600547196,luxo
toyota,rav4,2009,4.5,hybrid,automatic,12159,2,4,13556,17,1.1148026315789474,luxo
ford,fiesta,2021,3.1,petrol,automatic,118970,3,2,12620,5,0.10607627068781468,luxo
hyundai,sonata,2018,4.9,petrol,semi-automatic,170433,5,2,10991,8,0.06448830632385556,alto
honda,cr-v,2017,5.0,hybrid,manual,297032,5,5,9259,9,0.03117162066167732,alto
ford,fiesta,2017,2.1,petrol,automatic,122987,4,1,10340,9,0.08407324291800826,alto
chevrolet,impala,2001,1.3,diesel,automatic,145662,4,3,4286,25,0.029424081613038316,baixo
mercedes,gla,2003,3.6,petrol,automatic,207893,2,2,5942,23,0.02858187345474136,baixo
hyundai,tucson,2015,2.4,petrol,automatic,116682,2,3,10166,11,0.08712494536479179,alto
bmw,3 series,2016,2.2,petrol,semi-automatic,123732,3,2,8625,10,0.06970654554565071,medio
toyota,corolla,2020,3.9,diesel,automatic,34167,3,4,14816,6,0.43362210255209555,luxo
volkswagen,tiguan,2003,3.4,diesel,manual,19996,3,2,8000,23,0.4000600090013502,medio
ford,focus,2012,4.6,hybrid,automatic,206405,5,5,10671,14,0.051699078515159445,alto
toyota,camry,2019,4.8,petrol,manual,142494,2,2,11750,7,0.08245903365030352,luxo
mercedes,c-class,2002,3.6,hybrid,semi-automatic,173748,4,5,5825,24,0.03352537280790105,baixo
hyundai,sonata,2013,1.2,petrol,automatic,222661,3,4,6246,13,0.028051486108990307,baixo
chevrolet,impala,2022,4.9,petrol,automatic,102089,5,5,15058,4,0.1474973062983642,luxo
hyundai,sonata,2017,2.8,diesel,automatic,260479,3,1,8290,9,0.03182585995085995,medio
mercedes,c-class,2008,3.4,hybrid,semi-automatic,278091,3,2,5338,18,0.01919508651813069,baixo
toyota,rav4,2003,3.6,hybrid,semi-automatic,207321,5,2,5453,23,0.02630208082113813,baixo
chevrolet,malibu,2018,2.8,petrol,automatic,230958,4,1,9180,8,0.039747314458410364,alto
volkswagen,passat,2013,4.5,hybrid,semi-automatic,65084,3,3,12198,13,0.18741645540447108,luxo
volkswagen,tiguan,2022,4.4,hybrid,manual,97612,4,4,14147,4,0.14492946636206244,luxo
volkswagen,tiguan,2003,3.2,electric,semi-automatic,73151,4,4,8736,23,0.1194225721784777,medio
ford,fiesta,2011,4.0,hybrid,automatic,210158,2,2,9696,15,0.04613649665253451,alto
kia,sportage,2023,1.4,electric,semi-automatic,244698,3,4,9506,3,0.03884772720771233,alto
kia,rio,2011,2.2,petrol,semi-automatic,274304,3,5,4113,15,0.014994258216219173,baixo
audi,a4,2023,3.9,electric,manual,154684,3,3,13806,3,0.08925235155315642,luxo
audi,q5,2018,4.4,hybrid,automatic,149337,5,3,13413,8,0.08981638966639435,luxo
mercedes,e-class,2008,4.0,diesel,automatic,271248,4,2,6575,18,0.02423972069943115,baixo
mercedes,c-class,2004,2.5,hybrid,manual,98962,3,4,6820,22,0.06891464486727363,medio
volkswagen,tiguan,2021,1.3,diesel,manual,164120,5,2,8417,5,0.05128533216346476,medio
volkswagen,golf,2022,1.9,electric,automatic,24515,2,5,15609,4,0.6366862457170828,luxo
kia,rio,2023,2.4,diesel,automatic,180980,5,2,11280,3,0.06232698460059343,luxo
honda,accord,2020,3.0,electric,manual,42460,4,1,14250,6,0.335602081910459,luxo
ford,focus,2005,1.6,electric,semi-automatic,14853,3,3,8902,21,0.5992998518917463,alto
volkswagen,golf,2000,2.1,diesel,automatic,70286,3,1,6294,26,0.0895471424303214,baixo
bmw,5 series,2019,2.3,hybrid,semi-automatic,270864,2,1,7682,7,0.0283609916379008,medio
toyota,camry,2015,4.0,diesel,semi-automatic,126329,5,2,10073,11,0.07973561307686218,alto
ford,focus,2001,3.8,hybrid,automatic,226739,4,4,6165,25,0.02718973273352739,baixo
bmw,3 series,2000,4.5,electric,semi-automatic,274401,4,3,5111,26,0.018625957536752648,baixo
hyundai,sonata,2013,2.1,electric,automatic,227696,4,3,9046,13,0.039728235330285425,alto
toyota,camry,2015,3.7,electric,semi-automatic,74492,4,1,12810,11,0.1719624662719987,luxo
ford,fiesta,2022,2.9,diesel,semi-automatic,135747,4,4,10885,4,0.08018534343047411,alto
kia,optima,2011,3.0,diesel,manual,30805,5,3,9783,15,0.3175680062325521,alto
mercedes,c-class,2023,1.5,electric,semi-automatic,199403,3,5,10511,3,0.05271208200437303,alto
kia,optima,2000,1.1,hybrid,manual,289881,3,3,2000,26,0.006899359049544297,baixo
audi,a3,2023,4.6,petrol,semi-automatic,292227,2,1,9755,3,0.03338146926372559,alto
honda,accord,2017,1.4,electric,semi-automatic,110132,2,5,10397,9,0.09440403875314393,alto
hyundai,sonata,2008,3.9,hybrid,automatic,289316,3,2,7113,18,0.024585489273011955,medio
kia,sportage,2022,2.8,hybrid,manual,281596,5,5,8868,4,0.0314918127678917,alto
volkswagen,passat,2019,4.6,hybrid,automatic,28657,4,4,16326,7,0.5696838579105311,luxo
hyundai,tucson,2001,1.6,diesel,manual,209694,5,5,2000,25,0.009537661842199384,baixo
volkswagen,golf,2010,2.5,diesel,manual,296480,2,3,3670,16,0.012378533531659701,baixo
chevrolet,impala,2007,1.4,diesel,manual,193425,5,3,3731,19,0.019289030430242056,baixo
kia,optima,2004,2.3,petrol,semi-automatic,142028,2,4,4759,22,0.03350724147885291,baixo
volkswagen,golf,2002,4.6,hybrid,manual,12628,2,1,10047,24,0.7955499247763085,alto
volkswagen,golf,2015,4.7,electric,automatic,91544,3,1,14969,11,0.16351521109836692,luxo
hyundai,sonata,2007,4.9,diesel,semi-automatic,30188,5,1,10496,19,0.3476763059392494,alto
toyota,corolla,2016,1.6,petrol,semi-automatic,67192,2,4,9156,10,0.13626419418689448,alto
ford,explorer,2001,5.0,hybrid,manual,248527,3,2,5429,25,0.02184462112920878,baixo
bmw,5 series,2003,3.0,diesel,semi-automatic,245888,3,1,3082,23,0.012534110919967954,baixo
toyota,rav4,2005,1.4,electric,manual,153024,4,1,5939,21,0.038810651854272175,baixo
ford,focus,2023,2.5,petrol,manual,9847,4,4,13303,3,1.3508326563769293,luxo
toyota,camry,2012,4.8,diesel,manual,40530,2,3,11689,14,0.28839653598480175,luxo
bmw,x5,2010,3.8,diesel,manual,189193,3,5,7116,16,0.03761218643297356,medio
volkswagen,tiguan,2003,3.5,petrol,manual,288928,3,3,2721,23,0.009417538564837728,baixo
kia,optima,2022,2.7,diesel,manual,154055,5,4,10318,4,0.06697564521992003,alto
volkswagen,tiguan,2009,4.5,hybrid,manual,168429,5,5,8931,17,0.05302499554711156,alto
volkswagen,tiguan,2015,1.1,petrol,semi-automatic,53792,3,5,8624,11,0.16031825702228913,medio
ford,explorer,2000,4.2,petrol,manual,185660,2,4,4586,26,0.02470093342166637,baixo
hyundai,sonata,2011,1.5,diesel,semi-automatic,233134,4,1,4237,15,0.01817401934501469,baixo
bmw,5 series,2018,1.2,hybrid,automatic,254393,4,1,8112,8,0.031887544517559374,medio
volkswagen,tiguan,2009,3.0,electric,semi-automatic,99726,5,1,9805,17,0.09831840925727235,alto
hyundai,tucson,2004,2.5,hybrid,semi-automatic,226047,3,1,4279,22,0.018929607870894677,baixo
toyota,corolla,2008,2.1,diesel,manual,20238,5,3,8195,18,0.4049113098473245,medio
kia,rio,2020,4.6,hybrid,automatic,236754,3,5,12464,6,0.05264513949019028,luxo
ford,fiesta,2014,2.0,petrol,semi-automatic,82299,3,2,8654,12,0.10515188335358444,medio
chevrolet,impala,2008,2.8,hybrid,semi-automatic,63673,3,3,9026,18,0.141753305901938,alto
hyundai,tucson,2010,3.3,petrol,automatic,124811,5,5,9403,16,0.07533730731019453,alto
ford,fiesta,2007,1.3,hybrid,manual,32956,5,4,7840,19,0.23788572989046333,medio
toyota,rav4,2007,2.6,electric,manual,237475,5,4,6050,19,0.02547625865350604,baixo
honda,accord,2005,4.8,petrol,semi-automatic,71134,4,5,8977,21,0.1261966683067407,alto
bmw,5 series,2006,4.5,petrol,manual,284826,2,4,4703,20,0.016511777324481176,baixo
bmw,x5,2003,5.0,diesel,manual,288094,5,1,4238,23,0.014710425380516843,baixo
volkswagen,passat,2000,1.5,electric,automatic,160968,5,2,5880,26,0.036528772620815185,baixo
toyota,rav4,2007,4.4,petrol,semi-automatic,293148,4,1,4737,19,0.01615901811024428,baixo
toyota,camry,2005,2.3,petrol,manual,283017,2,1,2239,21,0.007911157594216622,baixo
mercedes,gla,2008,4.0,hybrid,semi-automatic,13396,3,5,11232,18,0.8383966559677539,luxo
ford,fiesta,2009,4.4,diesel,semi-automatic,39084,3,5,10418,17,0.26654726877318663,alto
honda,accord,2021,1.8,diesel,manual,116261,4,2,9874,5,0.08492886755775748,alto
hyundai,elantra,2023,4.5,electric,semi-automatic,79478,4,4,15910,3,0.2001786635463456,luxo
toyota,corolla,2005,3.7,hybrid,manual,180656,2,2,6686,21,0.037009360279424544,medio
mercedes,c-class,2009,1.2,hybrid,manual,15053,3,4,8698,17,0.5777866347814534,medio
ford,explorer,2002,4.0,hybrid,automatic,258945,4,3,6021,24,0.023251952144462552,baixo
chevrolet,impala,2018,4.7,diesel,automatic,190657,4,5,11886,8,0.062341994566186575,luxo
ford,fiesta,2013,3.6,hybrid,semi-automatic,85702,4,1,10885,13,0.12700838943794265,alto
hyundai,sonata,2002,3.7,electric,semi-automatic,75401,4,5,8891,24,0.11791464417389459,alto
toyota,camry,2022,1.5,hybrid,manual,276618,5,5,7667,4,0.027716823500916424,medio
audi,q5,2009,2.8,hybrid,semi-automatic,88059,3,4,8838,17,0.10036338859868271,medio
mercedes,gla,2001,2.1,diesel,manual,36496,3,4,5770,25,0.15809518590569088,baixo
toyota,corolla,2007,3.4,electric,manual,165315,3,4,8293,19,0.05016453337849936,medio
hyundai,tucson,2011,1.2,electric,semi-automatic,216797,5,2,6264,15,0.028893255472836464,baixo
hyundai,elantra,2019,1.8,hybrid,semi-automatic,287756,5,5,6844,7,0.023783956602272057,medio
bmw,3 series,2007,1.5,electric,manual,138200,3,1,6936,19,0.050187769987192564,medio
chevrolet,impala,2019,5.0,petrol,automatic,266558,2,2,10968,7,0.041146612944976534,alto
bmw,5 series,2019,1.2,diesel,semi-automatic,180993,3,5,7380,7,0.040774832314883366,medio
chevrolet,equinox,2011,3.2,electric,manual,293123,3,4,6737,15,0.022983447278284958,medio
volkswagen,tiguan,2008,1.9,electric,manual,92722,2,2,8545,18,0.09215620719778264,medio
honda,civic,2005,4.4,electric,semi-automatic,156422,5,3,8871,21,0.05671160890661859,alto
mercedes,c-class,2000,3.0,electric,manual,19128,3,1,8717,26,0.45569554080192376,medio
volkswagen,passat,2018,4.1,electric,semi-automatic,159375,2,4,12412,8,0.0778787270354382,luxo
kia,rio,2021,3.5,hybrid,manual,58297,4,2,13734,5,0.23558269580431576,luxo
ford,fiesta,2020,2.7,diesel,manual,112323,4,2,10553,6,0.09395142623125957,alto
bmw,5 series,2006,2.4,electric,automatic,144613,4,2,8907,20,0.06159154715311104,alto
volkswagen,tiguan,2005,1.9,hybrid,automatic,195977,4,1,6080,21,0.03102389043668167,baixo
honda,civic,2000,2.8,diesel,manual,67531,3,1,5549,26,0.08216845347390866,baixo
toyota,rav4,2018,4.9,diesel,semi-automatic,89605,5,5,12607,8,0.1406937035466375,luxo
volkswagen,passat,2004,3.4,petrol,semi-automatic,66782,5,2,7364,22,0.11026758306754714,medio
mercedes,gla,2002,3.7,electric,manual,215352,2,4,6092,24,0.02828843805287133,baixo
honda,accord,2003,3.7,hybrid,manual,112013,5,3,7459,23,0.06658989054939561,medio
hyundai,elantra,2008,4.6,hybrid,manual,190787,5,2,8284,18,0.043419921588359854,medio
ford,focus,2019,3.6,petrol,automatic,230081,4,3,10298,7,0.04475795585921541,alto
honda,accord,2015,2.5,diesel,manual,153086,4,4,8038,11,0.05250609130755714,medio
honda,accord,2010,2.8,diesel,manual,114152,3,1,7616,16,0.06671747566862019,medio
bmw,x5,2002,4.7,electric,semi-automatic,140219,5,4,8595,24,0.061296534017971756,medio
mercedes,c-class,2011,4.8,diesel,manual,192258,4,1,8354,15,0.04345180199626546,medio
audi,q5,2007,4.2,electric,semi-automatic,207120,2,4,8257,19,0.0398655858169862,medio
mercedes,gla,2002,1.4,electric,automatic,65373,3,4,8292,24,0.1268394162817022,medio
bmw,5 series,2018,4.9,electric,semi-automatic,91708,3,4,14565,8,0.15881756425214538,luxo
toyota,rav4,2018,3.1,hybrid,manual,151772,3,2,10564,8,0.0696039480012914,alto
toyota,rav4,2023,4.0,electric,semi-automatic,42653,5,3,16146,3,0.3785342523561682,luxo
chevrolet,impala,2006,3.0,electric,manual,9880,4,5,10702,20,1.0830887561987652,alto
volkswagen,tiguan,2006,1.4,electric,automatic,158390,3,3,7632,20,0.04818455594067845,medio
ford,focus,2007,4.5,hybrid,semi-automatic,904,3,4,11681,19,12.907182320441988,luxo
honda,civic,2019,2.5,hybrid,manual,131432,4,5,10671,7,0.08118965556595376,alto
volkswagen,passat,2014,4.5,hybrid,semi-automatic,174030,4,3,10319,12,0.059294033821560524,alto
toyota,corolla,2010,2.2,petrol,manual,299385,3,1,3312,16,0.011062641539684554,baixo
bmw,3 series,2012,2.7,electric,manual,153829,4,4,9323,14,0.06060586361567965,alto
volkswagen,passat,2015,3.9,diesel,semi-automatic,258572,5,4,7328,11,0.028340159258700637,medio
toyota,corolla,2012,1.8,diesel,semi-automatic,245309,3,5,4593,14,0.018723248135012843,baixo
hyundai,tucson,2019,1.5,hybrid,automatic,156595,2,1,10668,7,0.06812434544943677,alto
kia,optima,2020,3.4,petrol,manual,243546,3,2,8629,6,0.03543053291561793,medio
volkswagen,golf,2008,2.9,petrol,semi-automatic,83358,5,4,7732,18,0.09275543132715124,medio
audi,a3,2015,3.8,hybrid,automatic,206636,2,2,10767,11,0.05210586680991303,alto
kia,sportage,2023,4.8,petrol,semi-automatic,114120,4,5,13517,3,0.11844445807520089,luxo
toyota,corolla,2013,1.5,hybrid,semi-automatic,79587,4,3,8908,13,0.11192642106850278,alto
chevrolet,impala,2011,2.2,electric,automatic,14245,3,1,12815,15,0.8995507510880247,luxo
kia,optima,2016,1.3,electric,manual,3066,5,4,12138,10,3.9576133029018585,luxo
hyundai,elantra,2003,3.6,hybrid,automatic,249838,4,3,6103,23,0.024427731459059635,baixo
volkswagen,golf,2020,4.4,diesel,manual,294239,2,3,8615,6,0.029278820010875475,medio
kia,optima,2017,2.0,petrol,automatic,107656,2,5,10546,9,0.09795925950007896,alto
kia,rio,2020,4.9,petrol,semi-automatic,221594,5,5,10568,6,0.04769060673751664,alto
chevrolet,malibu,2023,2.6,hybrid,manual,241277,3,1,9774,3,0.040509288041180716,alto
bmw,x5,2003,4.6,electric,automatic,437,3,2,13091,23,29.88812785388128,luxo
audi,q5,2014,1.7,diesel,manual,202918,3,3,5941,12,0.02927769208403353,baixo
toyota,rav4,2000,2.1,petrol,semi-automatic,220704,3,4,2000,26,0.009061869916857344,baixo
volkswagen,tiguan,2017,4.4,diesel,manual,231171,2,5,8976,9,0.038828231792777675,alto
chevrolet,impala,2002,3.5,electric,automatic,2288,3,5,11654,24,5.09130624726955,luxo
kia,rio,2012,3.0,hybrid,manual,89882,5,5,9902,14,0.11016543729070014,alto
audi,a3,2021,3.1,hybrid,automatic,7341,5,4,15853,5,2.1592209207300463,luxo
chevrolet,impala,2007,2.2,diesel,manual,71850,3,2,6963,19,0.09690888087848464,medio
kia,sportage,2019,2.5,diesel,manual,31834,4,3,11663,7,0.36635778231506205,luxo
mercedes,e-class,2007,4.2,diesel,automatic,54454,2,2,10810,19,0.19851253328436325,alto
honda,civic,2022,2.0,hybrid,manual,188473,2,5,9930,4,0.05268631217037894,alto
mercedes,e-class,2021,2.9,electric,manual,266532,2,3,9969,5,0.037402498002123565,alto
volkswagen,golf,2002,1.3,hybrid,manual,134865,5,5,4302,24,0.03189832871146175,baixo
kia,optima,2010,4.2,electric,manual,172471,4,1,9850,16,0.05711071942112343,alto
hyundai,elantra,2014,2.0,electric,automatic,289946,2,1,8001,12,0.027594698341421017,medio
chevrolet,malibu,2011,1.7,diesel,manual,241494,4,1,4270,15,0.017681525497422308,baixo
audi,q5,2004,2.9,diesel,manual,133338,3,1,5533,22,0.04149573643120168,baixo
mercedes,c-class,2021,4.3,electric,manual,230823,5,1,12083,5,0.052347242921013414,luxo
ford,fiesta,2017,4.7,hybrid,manual,51156,4,3,13876,9,0.27124342709697596,luxo
honda,cr-v,2005,2.7,petrol,semi-automatic,7234,4,4,8155,21,1.1271596406357982,medio
toyota,corolla,2005,1.4,diesel,semi-automatic,264092,3,1,2000,21,0.00757308978276592,baixo
hyundai,sonata,2007,1.8,petrol,manual,180423,3,3,4391,19,0.02433711701325766,baixo
ford,fiesta,2013,2.2,hybrid,semi-automatic,83519,2,3,9529,13,0.11409243295019157,alto
mercedes,e-class,2018,1.8,diesel,semi-automatic,209216,3,3,7115,8,0.034007752716079476,medio
chevrolet,impala,2009,2.2,electric,semi-automatic,188173,3,5,7236,17,0.03845377150934773,medio
toyota,rav4,2001,1.7,electric,automatic,184210,2,3,5915,25,0.03210991743164089,baixo
bmw,x5,2012,1.1,diesel,semi-automatic,235097,4,2,4098,14,0.017431028762473523,baixo
volkswagen,tiguan,2002,4.7,electric,manual,92327,2,4,9553,24,0.1034680703578546,alto
hyundai,sonata,2015,4.2,electric,semi-automatic,39016,3,3,14019,11,0.3593049183689161,luxo
chevrolet,impala,2019,2.3,diesel,semi-automatic,197549,2,3,8149,7,0.041250316375601115,medio
kia,rio,2016,4.1,petrol,semi-automatic,90811,3,4,11183,10,0.12314451834559309,luxo
chevrolet,equinox,2021,4.1,hybrid,automatic,192897,5,3,13142,5,0.06812927039160592,luxo
hyundai,tucson,2016,2.9,hybrid,semi-automatic,218335,4,2,8433,10,0.038623955737945186,medio
audi,a4,2002,3.6,electric,manual,172993,4,1,6840,24,0.03953894354717505,medio
chevrolet,malibu,2009,4.7,electric,automatic,287375,3,5,9252,17,0.03219475530315684,alto
mercedes,c-class,2014,4.9,hybrid,automatic,284339,5,2,10013,12,0.035214883590068226,alto
chevrolet,impala,2015,3.9,hybrid,manual,268167,3,3,8136,11,0.030339190358282867,medio
honda,cr-v,2010,4.4,hybrid,automatic,209455,3,5,9810,16,0.04683561225269269,alto
bmw,5 series,2014,2.1,diesel,automatic,247483,4,4,6950,12,0.02808262352313685,medio
ford,explorer,2020,4.9,diesel,automatic,113616,3,3,14227,6,0.1252189373069171,luxo
chevrolet,malibu,2001,4.5,diesel,automatic,13424,3,5,10131,25,0.7546368715083799,alto
hyundai,sonata,2004,2.4,petrol,manual,40005,2,1,6899,22,0.17244913263010547,medio
audi,q5,2007,3.2,petrol,manual,53874,5,4,8322,19,0.15446867749419954,medio
bmw,5 series,2010,4.8,electric,semi-automatic,224853,2,1,9402,16,0.04181379917635444,alto
honda,cr-v,2015,4.5,electric,automatic,174315,4,4,13113,11,0.07522545262626494,luxo
audi,q5,2008,4.3,diesel,semi-automatic,270670,3,2,5386,18,0.019898696203139606,baixo
toyota,camry,2009,4.2,hybrid,manual,259739,4,1,6805,17,0.0261992761992762,medio
hyundai,elantra,2007,3.7,petrol,manual,126660,5,2,7366,19,0.058155233260435334,medio
honda,civic,2020,4.7,electric,automatic,183276,3,5,14634,6,0.07984635278840226,luxo
volkswagen,golf,2006,1.4,electric,semi-automatic,291291,4,4,3474,20,0.011926177169300908,baixo
bmw,5 series,2011,3.3,hybrid,semi-automatic,122967,3,3,9240,15,0.07514150022770151,alto
volkswagen,golf,2002,3.1,hybrid,semi-automatic,80423,3,3,7191,24,0.0894136078782453,medio
chevrolet,malibu,2005,3.9,hybrid,manual,258964,2,3,5320,21,0.02054331666441411,baixo
honda,accord,2006,4.1,petrol,manual,53559,2,1,8928,20,0.16669156086631814,alto
chevrolet,equinox,2005,2.1,electric,manual,23508,3,2,9229,21,0.3925730571270577,alto
toyota,corolla,2014,2.6,electric,semi-automatic,190357,5,4,9092,12,0.04776263671608233,alto
bmw,5 series,2003,3.7,diesel,semi-automatic,98183,2,4,6736,23,0.06860588283223336,medio
audi,a3,2018,4.1,diesel,manual,194680,4,1,9706,8,0.04985591814301344,alto
chevrolet,impala,2004,3.4,diesel,manual,220116,4,3,4297,22,0.019521436327044252,baixo
chevrolet,malibu,2004,2.0,electric,automatic,218600,2,1,6428,22,0.029405171980000092,baixo
ford,fiesta,2016,2.4,electric,manual,242797,2,3,8444,10,0.03477788120165735,medio
kia,sportage,2010,1.3,hybrid,semi-automatic,195406,3,1,5491,16,0.028100323939265225,baixo
chevrolet,impala,2011,1.7,petrol,manual,205613,5,5,4987,15,0.024254185026311437,baixo
kia,optima,2021,4.0,electric,semi-automatic,39843,4,5,15603,5,0.3916022487702038,luxo
chevrolet,impala,2004,3.2,petrol,manual,74305,3,5,7013,22,0.09437999623179824,medio
ford,focus,2003,3.2,hybrid,manual,247360,4,1,4252,23,0.01718945185376838,baixo
ford,explorer,2010,3.0,electric,manual,9463,4,4,11910,16,1.2584530853761624,luxo
chevrolet,malibu,2019,2.5,hybrid,semi-automatic,65264,2,5,11994,7,0.18377384509308206,luxo
honda,cr-v,2016,3.6,diesel,manual,85010,4,1,10799,10,0.12703061956687958,alto
ford,fiesta,2009,2.7,petrol,semi-automatic,181856,2,1,5862,17,0.03223411801580363,baixo
hyundai,elantra,2009,3.4,petrol,semi-automatic,83750,5,4,8525,17,0.10178982937517164,medio
toyota,camry,2014,1.8,electric,manual,142119,4,3,9257,12,0.06513509710104137,alto
audi,q5,2014,4.4,petrol,automatic,97537,4,3,12249,12,0.1255818245196744,luxo
chevrolet,impala,2017,3.0,electric,automatic,20308,3,4,15293,9,0.7530159042788911,luxo
honda,civic,2011,4.5,electric,manual,204561,5,2,9808,15,0.04794634389573821,alto
chevrolet,impala,2020,4.9,hybrid,automatic,268777,2,5,12124,6,0.04510785853008803,luxo
volkswagen,golf,2019,3.3,electric,manual,64548,3,1,13809,7,0.21393050240902262,luxo
mercedes,e-class,2011,1.4,electric,semi-automatic,208998,2,4,6620,15,0.03167479270235743,baixo
honda,cr-v,2000,1.3,electric,manual,263968,4,1,2120,26,0.008031246093291257,baixo
honda,cr-v,2020,4.3,electric,semi-automatic,20484,3,2,15990,6,0.7805711496216744,luxo
audi,a4,2017,3.3,hybrid,automatic,95902,4,2,13081,9,0.1363982357173394,luxo
audi,a3,2006,1.4,electric,automatic,103578,2,4,8728,20,0.08426418482510933,medio
bmw,5 series,2005,4.3,hybrid,semi-automatic,80192,3,5,9296,21,0.115920342174504,alto
volkswagen,tiguan,2005,1.9,electric,manual,51361,4,3,8472,21,0.16494684786417974,medio
ford,focus,2022,3.7,electric,automatic,207358,2,3,13752,4,0.06631976427355456,luxo
chevrolet,malibu,2013,2.7,electric,automatic,232392,5,5,9552,13,0.041102787089111976,alto
ford,explorer,2002,4.6,diesel,automatic,222292,4,3,6354,24,0.028583896029114726,baixo
honda,accord,2010,1.4,diesel,semi-automatic,288198,2,2,2736,16,0.00949344029646182,baixo
mercedes,c-class,2012,2.6,electric,automatic,67976,4,5,12440,14,0.18300307456933962,luxo
honda,civic,2001,4.0,hybrid,automatic,1383,4,4,10872,25,7.855491329479769,alto
toyota,camry,2005,3.8,diesel,semi-automatic,262618,3,1,4147,21,0.015790936680133576,baixo
honda,accord,2018,1.5,diesel,semi-automatic,125435,4,2,8491,8,0.0676918906852897,medio
toyota,rav4,2021,1.8,hybrid,automatic,230631,2,3,10087,5,0.0437363418779701,alto
bmw,3 series,2008,1.5,petrol,manual,154191,5,5,4916,18,0.031882328525474735,baixo
honda,civic,2005,2.2,diesel,automatic,212060,5,4,5058,21,0.023851627597719523,baixo
ford,focus,2009,3.6,diesel,manual,222222,4,1,5955,17,0.026797406209078268,baixo
mercedes,gla,2010,3.4,electric,automatic,212166,2,2,9756,16,0.04598264574603968,alto
honda,cr-v,2017,3.2,hybrid,automatic,93604,4,5,13027,9,0.1391699161369585,luxo
chevrolet,impala,2010,4.5,diesel,manual,202890,3,4,7542,16,0.0371726690686132,medio
toyota,rav4,2014,4.1,petrol,manual,133938,3,3,9721,12,0.07257781527411732,alto
mercedes,gla,2023,1.6,hybrid,semi-automatic,198863,4,3,9622,3,0.04838482581060423,alto
mercedes,gla,2009,3.1,petrol,manual,31670,3,2,9266,17,0.29257049035395155,alto
ford,explorer,2000,3.3,diesel,manual,92704,2,1,5545,26,0.05981338654872984,baixo
kia,rio,2016,3.5,hybrid,manual,147604,4,3,10447,10,0.07077673520544697,alto
honda,accord,2021,1.9,hybrid,semi-automatic,24244,4,4,12815,5,0.5285625902247886,luxo
chevrolet,impala,2019,3.0,hybrid,manual,34648,2,5,13107,7,0.3782793154203585,luxo
honda,accord,2016,4.1,electric,manual,139325,5,3,12213,10,0.08765772361224754,luxo
hyundai,elantra,2006,4.5,diesel,manual,292614,4,2,4547,20,0.015539189720280915,baixo
